district,gender,race,major_award_count,allegation_count,sustained_count,unsustained_count,birth_year
20,M,White,0,0,0,0,1938
7,M,Black,0,0,0,0,1938
19,M,White,0,0,0,0,1919
3,M,White,0,0,0,0,1920
9,M,White,0,0,0,0,1921
23,M,White,0,0,0,0,1923
22,M,Black,0,0,0,0,1930
14,F,White,0,0,0,0,1954
5,M,Black,0,0,0,0,1920
14,M,White,0,0,0,0,1928
18,M,White,0,0,0,0,1922
6,M,Black,0,0,0,0,1927
15,M,White,0,0,0,0,1920
22,M,White,0,0,0,0,1922
2,M,White,0,0,0,0,1947
17,M,White,0,11,0,7,1947
1,M,White,0,3,0,0,1948
1,F,Black,0,0,0,0,1940
1,M,White,0,0,0,0,1946
1,M,White,0,0,0,0,1949
1,M,White,0,0,0,0,1923
1,M,White,0,0,0,0,1923
1,M,White,0,0,0,0,1933
1,M,White,0,0,0,0,1946
4,F,Black,0,16,3,6,1953
19,M,White,0,7,1,6,1949
14,M,White,0,1,0,1,1955
2,M,Black,0,2,0,2,1936
2,F,White,0,2,1,1,1936
5,M,Black,0,6,5,0,1936
15,M,Black,0,6,0,6,1946
14,M,White,0,4,0,4,1948
5,M,Black,0,4,0,4,1946
10,M,White,0,6,0,4,1951
11,M,White,0,3,0,2,1941
8,M,White,0,4,0,3,1946
14,F,White,0,4,0,2,1947
14,F,Black,0,9,0,4,1957
4,M,White,0,10,0,8,1959
15,M,White,0,7,0,5,1949
2,M,Hispanic,0,0,0,0,1935
11,M,Black,0,0,0,0,1925
12,M,White,0,0,0,0,1930
2,M,Black,0,0,0,0,1932
12,M,Black,0,0,0,0,1945
5,M,Black,0,0,0,0,1920
14,M,White,0,0,0,0,1927
2,M,Black,0,0,0,0,1924
11,M,White,0,0,0,0,1929
14,M,White,0,0,0,0,1923
14,M,White,0,0,0,0,1947
14,M,White,0,0,0,0,1930
14,M,White,0,0,0,0,1922
11,M,White,0,0,0,0,1925
6,M,Black,0,2,1,0,1948
21,M,Black,0,16,2,10,1950
2,M,Black,0,1,1,0,1931
21,M,White,0,1,0,1,1942
8,M,White,0,8,0,4,1948
21,M,White,0,15,0,5,1950
17,M,White,0,2,0,2,1940
21,M,White,0,6,0,5,1953
22,M,White,0,5,0,4,1944
13,M,Hispanic,0,4,0,3,1944
21,M,White,0,1,0,0,1943
6,M,Black,0,0,0,0,1934
6,M,Black,0,0,0,0,1940
21,M,Black,0,0,0,0,1932
21,M,Black,0,0,0,0,1928
21,M,Black,0,0,0,0,1920
13,M,White,0,0,0,0,1923
21,M,White,0,0,0,0,1925
15,M,White,0,2,0,1,1952
6,M,White,0,11,0,6,1954
19,M,White,0,1,1,0,1921
20,M,White,0,0,0,0,1922
1,M,White,0,0,0,0,1930
22,M,Black,0,3,0,1,1941
12,M,White,0,0,0,0,1924
2,M,Hispanic,0,7,2,2,1953
13,F,White,0,3,1,1,1955
23,M,White,0,8,1,5,1947
6,M,White,0,4,1,1,1942
6,M,White,0,2,1,0,1933
19,M,White,0,8,1,5,1950
14,M,White,0,1,1,0,1947
8,M,White,0,21,2,10,1954
12,M,White,0,2,0,1,1943
8,M,White,0,1,0,1,1938
23,M,White,0,10,2,3,1949
1,M,White,0,2,1,1,1950
22,F,White,1,9,2,3,1952
9,M,White,0,8,1,1,1949
4,M,White,1,10,1,6,1955
22,M,White,0,5,1,4,1945
2,M,White,0,30,3,16,1946
10,M,Hispanic,1,4,1,2,1943
4,M,White,1,5,2,1,1932
7,F,Black,0,7,2,3,1947
15,M,White,0,8,3,3,1953
4,M,White,1,8,1,3,1950
23,M,White,0,4,1,2,1946
3,M,Black,0,3,2,1,1933
24,M,White,0,1,0,1,1922
5,M,White,0,1,0,0,1939
25,M,White,0,2,1,1,1938
25,M,White,0,3,1,2,1945
16,M,White,0,6,1,3,1952
1,M,White,0,4,1,1,1944
25,M,White,0,6,4,2,1950
4,M,Black,1,15,3,8,1947
14,F,White,0,15,2,7,1955
10,M,White,1,6,1,3,1951
25,M,White,0,11,2,5,1951
3,M,White,1,8,1,4,1955
10,M,Hispanic,1,16,3,8,1950
6,M,Hispanic,0,27,0,23,1959
8,M,White,0,2,0,1,1949
21,M,White,0,1,0,1,1924
16,F,White,0,4,0,1,1948
24,M,White,0,6,0,3,1951
6,F,Black,0,4,0,2,1947
23,M,White,0,5,0,1,1945
10,M,White,1,1,0,1,1943
19,M,White,0,6,0,3,1940
19,F,White,0,5,0,3,1951
19,M,White,0,4,0,1,1949
17,M,White,0,3,0,3,1947
10,F,White,1,47,0,38,1957
18,M,White,0,1,0,0,1946
16,M,White,0,3,0,0,1941
10,F,Black,1,2,0,0,1940
4,M,White,1,7,0,0,1950
5,M,White,1,2,0,0,1961
24,M,White,0,2,0,0,1952
3,M,Black,0,0,0,0,1921
7,M,White,0,0,0,0,1924
7,M,White,0,0,0,0,1932
4,M,White,1,0,0,0,1926
20,M,White,0,0,0,0,1925
23,M,White,0,0,0,0,1927
19,M,White,0,0,0,0,1920
16,M,White,0,0,0,0,1928
19,M,White,0,0,0,0,1933
16,M,White,0,0,0,0,1946
12,M,White,0,0,0,0,1918
10,M,White,1,0,0,0,1933
25,M,White,0,0,0,0,1928
14,M,White,0,0,0,0,1925
20,M,White,0,0,0,0,1935
4,M,White,1,0,0,0,1925
3,M,White,0,0,0,0,1925
22,M,White,0,0,0,0,1921
10,M,White,1,0,0,0,1919
9,M,White,0,0,0,0,1921
3,M,White,0,0,0,0,1923
12,M,White,0,0,0,0,1923
1,M,White,0,0,0,0,1929
1,M,White,0,0,0,0,1932
1,M,White,0,0,0,0,1921
10,M,White,1,0,0,0,1928
22,F,Black,0,18,1,15,1961
18,M,White,0,6,1,3,1952
11,M,White,0,11,2,5,1948
5,M,White,0,21,2,8,1951
1,F,White,0,12,0,7,1961
20,M,White,0,11,0,3,1952
3,M,White,0,4,0,1,1949
16,M,Hispanic,0,10,0,7,1949
25,M,White,0,1,0,0,1931
18,M,White,0,1,0,1,1926
2,M,Hispanic,0,15,1,9,1954
7,M,White,0,0,0,0,1924
1,M,White,0,4,0,2,1952
5,M,White,0,1,1,0,1952
21,M,White,0,5,1,2,1949
11,M,Black,0,2,1,0,1946
3,M,White,0,3,1,1,1940
2,M,Black,0,19,2,12,1958
16,M,White,0,8,3,4,1940
2,M,Black,0,3,1,1,1946
9,M,White,0,3,1,1,1951
25,M,White,0,18,2,8,1951
22,M,White,0,2,1,1,1948
15,M,Black,0,7,2,4,1943
22,M,Black,0,12,1,3,1960
13,M,White,0,7,2,3,1947
9,M,White,0,9,2,2,1950
3,M,White,0,5,2,1,1932
11,M,Black,0,2,1,1,1933
25,M,White,0,4,2,1,1938
19,M,White,0,15,1,9,1951
3,F,Black,0,19,2,12,1951
11,M,White,0,1,1,0,1931
2,F,White,0,5,1,3,1956
3,M,White,0,8,1,4,1951
15,M,White,0,9,0,2,1948
20,M,White,0,3,0,3,1950
17,M,White,0,1,0,1,1930
25,M,White,0,3,0,1,1948
24,M,White,0,4,0,2,1951
24,M,Hispanic,0,2,0,1,1947
8,M,White,0,16,0,10,1954
2,M,White,0,3,0,2,1949
21,M,White,0,9,0,4,1948
7,M,Black,0,2,0,2,1944
25,M,White,0,3,0,1,1952
25,M,White,0,3,0,2,1954
5,M,White,0,1,0,0,1934
9,M,White,0,0,0,0,1927
18,M,White,0,0,0,0,1926
22,M,White,0,0,0,0,1921
20,M,White,0,0,0,0,1949
24,M,White,0,0,0,0,1922
17,M,White,0,0,0,0,1926
9,M,White,0,0,0,0,1933
16,M,White,0,0,0,0,1927
22,M,White,0,0,0,0,1932
9,M,White,0,0,0,0,1923
23,M,White,0,0,0,0,1935
20,M,White,0,0,0,0,1923
25,M,White,0,0,0,0,1926
13,M,White,0,0,0,0,1923
23,M,White,0,0,0,0,1920
5,M,White,0,0,0,0,1918
13,M,White,0,0,0,0,1931
22,M,White,0,0,0,0,1923
22,M,White,0,0,0,0,1929
13,M,White,0,0,0,0,1948
17,M,White,0,0,0,0,1918
7,M,White,0,0,0,0,1927
11,M,White,0,0,0,0,1930
23,M,White,0,0,0,0,1926
1,M,White,0,2,0,1,1948
12,M,White,0,4,1,2,1943
8,M,White,0,1,0,1,1951
5,M,Black,0,8,0,3,1942
11,M,White,0,3,0,1,1947
15,M,White,0,2,0,1,1947
14,M,White,0,0,0,0,1925
12,M,White,0,0,0,0,1920
2,M,White,0,0,0,0,1932
11,M,White,0,0,0,0,1925
14,M,White,0,0,0,0,1934
12,M,White,0,0,0,0,1927
2,M,White,0,0,0,0,1927
12,M,White,0,0,0,0,1945
5,M,White,0,0,0,0,1925
21,M,White,0,4,0,2,1950
21,M,White,0,0,0,0,1929
21,M,White,0,0,0,0,1924
1,M,White,0,0,0,0,1922
11,M,Black,0,4,0,0,1943
7,M,Black,0,4,0,3,1939
5,M,Black,0,10,0,6,1954
22,M,White,0,8,2,4,1951
24,M,White,0,14,1,6,1955
16,M,White,0,4,1,1,1944
15,M,Black,0,27,1,13,1953
17,M,Hispanic,0,9,2,4,1944
24,M,White,0,5,1,2,1950
17,M,White,0,2,1,1,1935
3,F,Black,0,6,1,1,1949
21,M,Black,0,18,1,8,1953
11,M,White,2,63,3,33,1964
9,M,White,1,37,1,14,1962
20,M,White,0,3,0,1,1947
12,M,White,0,9,0,5,1952
20,M,White,0,5,0,3,1948
6,M,Black,0,1,0,0,1937
24,M,White,0,1,0,0,1944
22,M,White,0,0,0,0,1950
5,M,Black,0,0,0,0,1946
4,M,Black,1,4,0,1,1947
24,M,White,0,18,1,13,1943
3,M,Black,0,8,3,1,1940
21,M,White,0,4,2,2,1951
19,M,White,0,3,0,2,1953
19,M,White,0,2,0,2,1942
17,F,White,0,2,0,1,1950
22,M,White,0,16,0,8,1956
19,F,White,0,2,0,1,1951
22,M,White,0,2,0,1,1948
3,M,Black,0,0,0,0,1942
21,M,White,0,0,0,0,1942
3,M,Black,0,0,0,0,1944
21,F,Black,0,5,3,2,1940
20,M,White,0,0,0,0,1926
3,M,White,2,4,0,3,1973
9,M,White,0,0,0,0,1944
19,M,White,0,8,1,7,1976
9,M,White,0,22,0,15,1974
14,M,Black,0,1,1,0,1950
3,M,White,0,0,0,0,1954
4,M,White,0,0,0,0,1919
14,M,Hispanic,0,0,0,0,1934
25,M,White,0,0,0,0,
8,M,White,0,0,0,0,1926
12,M,White,0,0,0,0,1921
8,M,White,0,0,0,0,1952
4,M,White,0,0,0,0,1946
18,M,White,0,0,0,0,1948
22,M,White,0,0,0,0,1929
6,M,Black,0,0,0,0,1932
3,M,White,0,0,0,0,1938
3,F,Black,0,0,0,0,
6,M,White,0,0,0,0,1925
11,M,White,0,0,0,0,1947
14,M,White,0,0,0,0,1941
2,M,White,0,0,0,0,1944
4,M,Black,0,0,0,0,1922
20,M,White,0,0,0,0,1924
11,M,White,0,0,0,0,1949
19,M,White,0,8,0,6,1944
7,M,White,0,18,3,11,1955
8,M,White,0,28,1,15,1953
1,M,Black,0,6,1,1,1984
3,M,Black,0,11,1,3,1981
25,M,White,0,3,0,0,1974
5,M,Black,0,12,3,5,1958
5,F,Black,1,2,0,0,1980
6,M,Black,0,12,2,7,1948
7,M,Black,1,11,1,2,1975
12,M,Asian/Pacific,1,20,1,4,1980
23,F,Black,0,21,1,14,1940
2,M,White,1,11,1,1,1971
7,M,Hispanic,0,5,1,1,1977
7,M,Black,1,8,1,2,1971
2,M,White,1,19,1,4,1962
8,M,White,0,31,1,11,1976
11,F,White,0,3,1,2,1957
1,M,White,0,23,1,17,1947
16,M,White,0,41,5,31,1947
6,M,Black,0,25,2,11,1961
17,M,White,0,15,2,6,1980
2,M,Hispanic,0,5,0,1,1978
8,F,Black,0,8,0,6,1952
24,M,White,0,4,0,1,1979
2,M,Black,2,12,0,2,1971
20,F,White,0,2,0,1,1950
25,M,Hispanic,0,1,0,1,1980
6,M,Black,0,61,0,31,1959
9,M,White,0,8,0,7,1949
17,M,White,0,7,0,5,1938
10,M,Hispanic,1,6,0,1,1982
14,M,Hispanic,1,4,0,2,1977
10,M,Hispanic,1,17,0,2,1977
4,M,Black,1,0,0,0,1928
7,M,White,0,1,0,0,1946
22,M,White,0,7,0,0,1983
19,M,White,2,2,0,0,1977
15,M,Hispanic,0,11,0,0,1984
6,M,White,1,10,0,0,1983
10,M,White,0,4,0,0,1975
13,M,White,0,0,0,0,1946
19,M,White,0,0,0,0,1938
19,M,White,0,0,0,0,1933
16,M,Hispanic,0,0,0,0,1985
10,M,White,1,11,0,7,1946
25,M,Hispanic,0,5,1,3,1983
4,M,Hispanic,0,4,1,0,1972
6,M,Black,0,73,1,38,1963
19,F,Hispanic,0,1,0,0,1975
25,F,Hispanic,0,6,2,2,1968
6,M,Black,0,29,2,14,1960
11,M,Black,0,12,1,3,1972
16,M,Asian/Pacific,0,14,1,6,1969
2,M,Black,0,59,7,40,1962
3,M,Black,0,25,1,14,1968
22,M,Hispanic,0,13,2,2,1974
11,M,Black,0,37,1,15,1972
25,M,White,0,25,1,14,1969
15,M,White,0,13,1,4,1967
18,M,White,0,25,1,10,1973
8,M,Hispanic,0,6,1,3,1964
5,F,Black,0,9,0,4,1974
14,M,White,0,10,1,0,1981
8,F,White,0,23,0,13,1958
16,M,Hispanic,0,5,0,3,1976
18,M,Asian/Pacific,0,6,0,1,1973
15,M,White,0,14,0,4,1968
1,F,Black,0,2,0,1,1977
12,M,White,0,2,0,1,1979
6,M,Black,0,4,0,1,1972
2,M,White,0,4,0,2,1978
19,F,Asian/Pacific,0,8,0,1,1969
3,F,Black,0,5,0,2,1973
9,F,White,0,12,0,3,1981
16,M,Hispanic,0,3,0,1,1974
6,M,Black,0,10,0,3,1978
8,M,White,0,5,0,3,1970
5,F,Black,0,3,0,0,1974
6,F,Black,0,5,0,0,1971
19,M,White,0,3,0,0,1973
17,F,Hispanic,0,1,0,0,1987
1,M,Hispanic,0,2,0,0,1982
16,M,White,0,2,0,0,1986
16,M,White,0,6,0,0,1977
12,M,Asian/Pacific,0,9,0,0,1965
11,M,Hispanic,0,2,0,0,1979
14,M,Black,0,1,0,1,1983
8,M,White,0,18,0,6,1957
16,M,White,0,3,0,0,1981
11,F,White,0,2,0,0,1981
6,M,Hispanic,0,0,0,0,1984
22,M,Black,0,10,1,5,1943
3,M,Black,0,13,1,6,1943
25,M,White,0,29,4,21,1954
17,M,White,0,3,2,0,1945
16,M,White,0,2,0,0,1941
20,F,White,0,1,0,1,1959
8,M,White,0,5,0,3,1948
8,M,White,0,32,0,19,1946
24,M,White,0,5,0,2,1968
7,M,Hispanic,0,5,0,3,1966
8,M,White,0,1,0,1,1950
19,M,White,0,1,0,0,1943
13,M,White,0,8,1,3,1947
15,F,Black,0,2,0,2,1957
3,M,Black,0,1,0,0,1975
2,M,Black,0,0,0,0,1919
8,M,Hispanic,0,5,0,2,1959
21,M,White,0,0,0,0,1931
5,M,White,0,2,1,0,1940
3,M,Black,0,5,3,1,1950
6,F,White,0,2,0,2,1948
3,F,White,0,1,0,0,1970
10,M,Hispanic,1,2,0,0,1972
7,M,White,0,0,0,0,1960
8,F,White,0,3,0,3,1979
10,M,White,0,37,0,19,1970
20,M,White,0,1,1,0,1946
22,M,White,0,1,0,1,1939
8,M,White,0,0,0,0,1945
8,M,White,0,0,0,0,1939
1,M,White,0,10,0,4,1979
20,M,White,0,0,0,0,1965
1,M,White,0,60,5,36,1961
24,M,White,0,6,3,1,1957
22,M,Black,0,14,5,4,1945
1,M,White,0,2,0,2,1945
9,F,White,0,5,3,0,1960
1,F,Black,0,14,9,2,1964
5,F,Black,0,42,25,9,1964
12,F,Black,0,14,7,2,1960
3,F,Black,0,10,2,5,1947
1,M,White,0,6,0,2,1940
2,M,White,0,5,1,1,1942
14,M,White,0,1,0,1,1943
17,M,White,0,27,0,10,1970
23,M,White,0,0,0,0,1921
20,M,White,0,0,0,0,1928
18,M,White,2,21,1,11,1958
2,M,White,0,3,1,1,1931
4,M,White,1,3,0,2,1932
15,M,Hispanic,0,40,1,18,1976
4,M,White,1,4,0,1,1940
11,M,Black,1,27,0,10,1968
20,M,Hispanic,0,17,1,9,1966
20,M,White,0,25,1,14,1965
17,M,White,0,16,1,8,1971
25,M,Hispanic,0,12,2,4,1963
8,M,White,0,29,2,18,1969
20,M,White,0,16,3,10,1941
16,M,White,1,9,1,2,1968
8,M,White,0,70,1,48,1966
25,M,Hispanic,0,16,1,6,1964
5,M,White,1,40,2,22,1970
5,M,Black,1,18,1,6,1973
5,M,White,0,28,5,11,1959
4,M,White,2,61,1,18,1967
12,M,White,1,42,2,18,1970
25,M,Hispanic,1,47,2,26,1956
16,M,White,0,2,0,1,1935
9,M,White,0,22,4,9,1968
9,M,White,0,12,1,9,1973
17,M,White,1,32,4,15,1957
2,M,Black,0,25,3,14,1968
14,M,White,2,14,1,6,1969
2,M,White,0,3,3,0,1930
23,M,White,0,2,1,1,1938
22,M,White,0,5,2,2,1939
1,M,White,0,13,1,8,1957
20,M,Black,0,10,1,7,1964
14,M,White,0,7,0,0,1976
16,M,White,0,19,1,14,1969
18,M,Black,0,19,2,5,1968
20,M,White,0,16,1,5,1972
9,M,Hispanic,0,8,1,4,1973
2,M,Hispanic,1,13,1,10,1969
1,M,White,0,9,0,8,1962
11,M,Black,0,5,0,3,1967
3,F,Black,0,17,0,9,1968
8,F,White,0,8,0,1,1978
10,M,White,1,31,0,14,1966
4,M,Black,1,3,0,3,1945
9,M,White,1,7,0,1,1975
4,M,White,1,4,0,1,1945
10,M,White,1,17,0,8,1975
17,M,White,0,33,0,24,1960
3,M,White,0,12,0,8,1967
5,M,Black,0,11,0,6,1962
21,M,White,1,15,0,6,1953
9,M,White,0,19,0,5,1979
24,M,White,1,18,0,9,1969
8,M,Hispanic,3,12,0,6,1970
3,M,White,1,40,0,15,1972
16,M,White,0,8,0,2,1946
4,M,Hispanic,1,23,0,12,1964
19,M,White,0,0,0,0,1928
18,M,White,0,0,0,0,1925
7,M,Black,0,0,0,0,1924
25,M,White,0,0,0,0,1925
24,M,White,0,0,0,0,1923
24,M,White,2,9,0,6,1960
1,M,White,0,0,0,0,1946
16,M,White,0,60,2,35,1965
18,M,White,0,23,1,10,1961
12,F,White,0,5,1,0,1979
17,M,White,0,22,1,10,1960
20,M,White,0,12,2,5,1972
18,F,White,0,30,4,12,1959
8,M,White,0,47,2,22,1973
12,M,White,0,14,2,9,1970
7,M,White,0,12,1,2,1979
24,M,White,0,16,1,8,1968
8,M,White,0,13,1,7,1971
14,M,White,0,18,1,8,1967
2,M,Black,0,19,3,11,1963
17,M,White,0,46,1,24,1972
20,M,White,0,10,0,5,1964
18,M,White,0,29,0,14,1972
24,M,White,0,14,0,8,1970
12,M,White,0,12,0,10,1967
19,M,White,0,15,0,9,1962
7,M,White,0,5,0,1,1979
12,M,Black,0,14,0,8,1962
1,M,White,0,13,0,6,1967
20,M,White,0,17,0,8,1963
1,M,White,0,27,0,11,1968
18,M,White,0,11,0,7,1962
16,M,White,0,7,0,1,1961
14,F,Hispanic,0,13,0,6,1971
14,F,White,0,22,0,12,1964
4,M,White,0,3,0,1,1969
9,F,White,0,11,0,2,1972
7,M,White,0,30,0,9,1978
14,M,White,0,19,0,14,1961
14,F,White,0,20,0,12,1964
17,F,White,0,15,0,7,1967
24,M,White,0,3,0,2,1972
15,M,White,0,27,0,16,1971
17,M,White,0,6,0,4,1960
16,M,White,0,47,0,28,1969
19,M,Hispanic,0,4,0,0,1969
24,M,White,0,2,0,0,1979
10,M,Hispanic,0,21,4,13,1964
22,F,Black,0,30,1,14,1973
19,F,White,0,9,1,2,1968
15,F,Black,0,10,2,4,1966
6,M,Black,0,25,1,17,1969
6,M,White,0,1,0,0,1934
24,M,White,0,4,3,0,1931
14,M,White,0,9,1,4,1937
23,M,White,0,3,1,0,1942
22,M,White,0,24,3,9,1967
19,M,White,0,8,1,6,1966
7,M,Black,0,3,1,0,1942
17,F,White,0,2,0,2,1970
7,M,White,0,2,0,2,1975
9,M,White,0,1,0,1,1935
16,M,White,0,16,0,8,1954
14,M,White,0,4,0,1,1933
3,F,White,0,12,0,8,1964
1,F,White,0,4,0,3,1969
7,M,White,0,15,0,7,1970
14,M,White,0,1,0,1,1930
9,F,Black,0,5,0,4,1976
25,M,White,0,7,0,0,1956
24,M,White,0,1,0,0,1941
18,M,White,0,0,0,0,1933
18,M,White,0,0,0,0,1933
23,M,White,0,0,0,0,1924
3,M,White,0,0,0,0,1924
16,M,White,0,0,0,0,1918
16,M,White,0,0,0,0,1925
6,M,White,0,0,0,0,1930
7,M,White,0,0,0,0,1938
22,M,White,0,0,0,0,1926
14,M,White,0,0,0,0,1926
12,M,White,0,0,0,0,1927
1,M,White,0,0,0,0,1936
1,M,White,0,0,0,0,1937
1,M,White,0,0,0,0,1926
21,M,White,0,7,0,5,1949
11,M,White,0,0,0,0,1931
14,M,White,0,0,0,0,1933
14,M,White,0,0,0,0,1929
11,M,White,0,0,0,0,1928
14,M,White,0,0,0,0,1923
11,M,Black,0,0,0,0,1925
20,M,White,0,2,0,0,1940
7,M,White,0,0,0,0,1930
1,M,White,0,0,0,0,1929
21,M,Black,0,0,0,0,1921
5,M,Black,0,5,0,2,1973
3,M,White,0,36,0,13,1972
8,M,White,0,16,0,9,1972
25,M,White,0,15,0,1,1982
20,M,White,0,0,0,0,1922
5,M,Black,0,6,1,1,1972
22,M,Black,0,37,2,20,1962
3,M,White,0,2,1,0,1986
18,F,Black,0,5,2,0,1955
15,M,White,0,4,1,0,1974
1,M,Black,0,13,1,3,1953
14,F,Hispanic,0,26,9,7,1972
2,M,Black,0,6,0,1,1977
22,M,Black,0,6,0,2,1971
1,M,White,0,4,0,0,1966
7,M,White,0,1,0,0,1980
21,M,Black,0,15,0,9,1955
1,M,White,0,5,0,3,1949
22,F,Hispanic,0,1,0,0,1959
11,M,White,0,22,1,5,1981
20,M,White,0,4,1,1,1939
16,M,White,0,11,0,1,1972
3,M,Black,0,54,2,31,1966
22,M,White,0,13,1,9,1939
3,M,Black,0,3,1,1,1943
15,M,Black,0,12,3,1,1966
8,F,White,1,8,1,1,1970
14,M,Hispanic,0,7,1,1,1972
8,M,White,0,51,1,19,1958
10,F,Black,1,6,0,3,1977
7,M,Native American/Alaskan Native,0,10,0,5,1978
15,M,Hispanic,0,0,0,0,1987
10,M,White,1,0,0,0,1942
3,M,Black,0,0,0,0,1920
13,M,White,0,0,0,0,1934
18,M,White,0,0,0,0,1945
3,M,White,0,0,0,0,1921
7,M,White,0,0,0,0,1927
11,M,White,0,0,0,0,1924
21,M,Black,0,0,0,0,1930
10,M,Black,1,0,0,0,1919
7,M,Black,0,0,0,0,1936
18,M,Hispanic,0,0,0,0,1947
7,M,White,0,0,0,0,1987
7,F,Hispanic,0,0,0,0,1989
1,M,White,0,0,0,0,1926
1,M,White,0,0,0,0,1931
4,F,White,0,1,0,1,1940
1,M,White,0,0,0,0,1920
22,M,White,0,13,2,6,1955
9,M,White,0,6,1,0,1970
23,M,White,0,27,6,11,1953
7,M,Black,0,2,2,0,1968
7,M,White,0,1,0,1,1984
1,M,White,0,12,2,3,1977
7,M,Hispanic,0,30,2,15,1970
19,M,White,0,1,0,0,1980
25,M,Hispanic,0,1,1,0,1985
18,F,Black,0,11,2,3,1966
6,M,White,0,8,0,4,1962
1,M,White,0,3,0,1,1968
19,M,Hispanic,0,7,0,3,1969
16,M,Hispanic,0,8,0,5,1961
9,M,White,0,20,0,7,1977
16,M,White,0,15,0,5,1968
5,M,White,0,69,0,20,1971
15,M,White,0,20,0,2,1981
9,M,White,0,22,0,7,1965
6,M,White,0,7,0,1,1985
8,M,White,0,26,0,9,1972
16,M,White,0,6,0,2,1964
12,F,Black,0,4,0,1,1961
9,M,White,0,12,0,3,1976
19,F,Hispanic,0,4,0,1,1964
11,M,White,0,22,0,1,1976
20,M,White,0,4,0,1,1981
4,M,Black,0,33,0,8,1977
24,M,White,0,2,0,1,1975
20,M,Black,0,14,0,5,1967
17,M,Asian/Pacific,0,26,0,12,1979
3,F,Black,0,4,0,2,1957
12,F,Hispanic,0,8,0,0,1976
3,M,Hispanic,0,1,0,0,1980
12,M,Black,0,2,0,0,1983
17,M,White,0,0,0,0,1946
23,M,White,0,0,0,0,1926
19,M,White,0,0,0,0,1946
6,M,Black,0,0,0,0,1932
12,M,White,0,0,0,0,1921
8,M,White,0,0,0,0,1928
5,M,White,0,0,0,0,1930
5,M,Black,0,0,0,0,1932
11,M,Black,0,0,0,0,1974
1,M,White,0,0,0,0,1919
23,M,White,0,0,0,0,1934
6,M,Black,0,0,0,0,1989
21,M,White,0,0,0,0,1919
21,M,White,0,0,0,0,1944
2,M,White,0,2,0,2,1939
21,M,White,0,1,1,0,1947
13,M,Black,0,2,2,0,1959
8,M,White,0,2,0,2,1956
1,M,White,0,2,1,0,1946
12,M,White,0,7,0,5,1939
22,M,Black,0,4,0,4,1945
3,M,White,0,0,0,0,1991
18,M,Black,0,8,1,2,1944
1,M,White,0,9,2,5,1957
10,M,White,1,0,0,0,1950
20,M,White,0,0,0,0,1919
8,M,White,0,3,0,2,1946
8,M,Hispanic,0,1,0,0,1981
6,M,White,0,0,0,0,1990
25,F,Hispanic,0,0,0,0,1994
17,M,Black,1,7,3,0,1970
2,M,White,0,3,0,1,1972
25,M,White,0,2,0,0,1983
25,M,Asian/Pacific,0,1,0,1,1980
11,M,White,0,21,2,4,1974
5,F,Black,0,2,0,0,1981
18,M,Hispanic,1,2,0,0,1987
4,M,Hispanic,0,0,0,0,1987
17,M,White,0,0,0,0,1923
23,M,Asian/Pacific,0,20,1,14,1956
6,F,Black,0,4,0,1,1954
2,F,Black,0,5,2,2,1948
4,M,White,0,1,0,0,1990
4,M,Black,0,0,0,0,1988
18,F,White,0,1,0,0,1990
24,M,White,0,1,0,1,1935
25,M,White,0,0,0,0,1982
19,F,White,0,2,0,2,1964
10,M,Black,1,1,0,1,1965
6,M,White,0,2,0,0,1991
24,M,White,0,0,0,0,1995
9,M,Hispanic,0,1,0,0,1992
8,F,White,0,4,0,1,1956
8,M,White,0,6,0,4,1964
3,M,Black,0,3,3,0,1962
10,M,Hispanic,0,0,0,0,1990
5,M,Black,0,0,0,0,1979
9,M,White,0,0,0,0,1947
8,M,White,0,0,0,0,1921
4,M,White,1,0,0,0,1940
7,F,White,0,2,0,1,1975
22,M,Hispanic,0,3,1,2,1969
16,M,White,0,12,1,5,1948
14,F,Hispanic,0,24,3,7,1960
19,M,Hispanic,0,12,1,6,1945
4,F,Black,0,23,1,11,1960
5,M,Black,0,14,2,2,1974
5,M,Hispanic,0,10,1,3,1975
14,F,Hispanic,0,1,1,0,1985
22,M,White,0,14,1,6,1946
17,M,White,0,4,1,3,1941
8,M,White,0,11,1,6,1944
5,M,White,0,30,4,13,1970
22,M,White,0,30,1,11,1962
22,M,Black,0,32,2,19,1969
12,M,White,0,5,2,2,1946
22,M,White,0,8,2,4,1947
5,M,Black,0,8,3,3,1962
25,M,White,0,2,1,1,1936
3,F,Black,0,2,2,0,1969
4,F,Black,1,9,2,5,1964
2,M,Black,0,1,1,0,1937
18,F,Black,0,5,1,2,1948
1,M,White,0,3,0,1,1948
2,M,Black,0,1,1,0,1953
6,M,White,0,1,1,0,1932
2,F,Black,0,21,12,8,1966
17,M,Asian/Pacific,0,25,1,16,1966
17,M,White,0,4,1,3,1952
3,F,Hispanic,0,4,1,1,1972
3,M,White,0,1,0,0,1951
7,M,Black,0,3,2,1,1960
9,M,White,0,1,0,1,1944
6,M,Black,0,6,4,1,1945
15,M,Black,0,5,2,2,1960
10,M,White,1,0,0,0,1938
3,M,Black,0,0,0,0,1924
7,M,White,0,8,1,5,1952
17,F,White,0,9,1,2,1946
5,M,Black,0,6,1,5,1957
23,M,White,0,0,0,0,1930
