district,gender,race,major_award_count,allegation_count,sustained_count,unsustained_count,birth_year
6,M,Black,0,5,0,0,1969
3,M,Black,0,2,0,0,1984
17,M,Hispanic,0,2,0,0,1966
3,M,White,0,2,0,0,1974
7,M,White,0,10,0,0,1974
4,M,White,0,5,0,0,1986
11,F,Black,0,1,0,0,1979
12,M,Asian/Pacific,0,3,0,0,1978
3,M,Hispanic,0,1,0,0,1986
15,M,White,0,6,0,0,1979
17,F,White,0,2,0,0,1975
10,M,Hispanic,0,5,0,0,1971
25,M,Asian/Pacific,0,3,0,0,1983
1,M,White,0,1,0,0,1988
9,F,Black,0,11,0,0,1975
12,M,White,0,1,0,0,1962
9,F,Asian/Pacific,0,1,0,0,1983
19,F,White,0,7,0,0,1976
14,M,Hispanic,0,4,0,0,1978
20,M,White,0,1,0,0,1976
12,M,Hispanic,0,6,0,0,1957
15,M,Hispanic,0,0,0,0,1979
14,M,White,0,0,0,0,1975
1,M,Black,0,0,0,0,1985
18,M,White,0,0,0,0,1987
11,M,White,0,0,0,0,1981
4,F,White,0,0,0,0,1987
3,M,White,0,0,0,0,1976
7,M,White,0,0,0,0,1989
17,M,White,0,0,0,0,1977
3,F,White,0,0,0,0,1983
3,M,White,0,0,0,0,1984
24,F,White,0,0,0,0,1979
24,M,White,0,0,0,0,1977
19,F,White,0,0,0,0,1974
7,M,White,0,0,0,0,1979
6,F,Black,0,0,0,0,1973
24,M,Hispanic,0,0,0,0,1978
3,M,Black,0,0,0,0,1978
5,M,Black,0,0,0,0,1979
5,M,White,0,0,0,0,1987
3,F,Hispanic,0,0,0,0,1980
8,M,Hispanic,0,0,0,0,1980
1,M,Black,0,0,0,0,1980
1,F,Hispanic,0,0,0,0,1969
20,F,White,0,0,0,0,1966
3,M,White,0,0,0,0,1985
3,M,White,0,0,0,0,1988
12,M,White,0,0,0,0,1978
15,M,White,0,0,0,0,1979
20,M,Black,0,0,0,0,1982
18,M,White,0,0,0,0,1975
15,F,Hispanic,0,0,0,0,1992
11,M,Asian/Pacific,0,0,0,0,1982
18,M,White,0,0,0,0,1987
2,M,Black,0,7,2,1,1984
11,M,White,0,2,0,1,1977
11,M,Hispanic,0,11,0,1,1983
25,M,White,0,6,0,1,1986
25,M,Black,0,4,0,1,1982
5,F,Black,0,6,0,2,1978
6,F,Black,0,9,0,1,1969
9,F,Hispanic,0,1,0,1,1985
11,M,Hispanic,0,13,0,7,1982
12,F,White,0,25,0,19,1965
11,M,Hispanic,0,2,0,1,1986
8,F,Hispanic,0,4,0,1,1984
15,M,Hispanic,0,2,1,0,1987
6,M,White,0,1,0,0,1987
5,M,White,0,7,0,0,1986
15,M,White,0,1,0,0,1981
11,M,White,0,2,0,0,1987
5,M,Black,0,7,0,0,1979
11,M,White,0,3,0,0,1987
14,M,White,0,1,0,0,1978
5,M,Black,0,1,0,0,1986
14,M,Hispanic,0,1,0,0,1985
2,M,White,0,2,0,0,1981
17,F,Hispanic,0,1,0,0,1983
11,M,Asian/Pacific,0,1,0,0,1989
19,F,White,0,1,0,0,1991
8,M,Hispanic,0,4,0,0,1978
12,M,Hispanic,0,1,0,0,1984
11,M,White,0,1,0,0,1983
11,F,White,0,3,0,0,1978
25,M,Hispanic,0,1,0,0,1985
7,M,Hispanic,0,1,0,0,1981
15,M,White,0,1,0,0,1989
25,M,Hispanic,0,2,0,0,1982
5,M,White,0,1,0,0,1983
15,M,White,0,1,0,0,1988
25,M,White,0,2,0,0,1982
6,M,White,0,2,0,0,1985
10,F,Hispanic,0,2,0,0,1981
15,F,White,0,2,0,0,1991
15,F,White,0,1,0,0,1985
16,F,Asian/Pacific,0,1,0,0,1981
11,M,White,0,1,0,0,1985
15,M,White,0,2,0,0,1986
2,M,Black,0,1,0,0,1986
6,F,Hispanic,0,6,0,0,1980
15,M,White,0,1,0,0,1987
11,M,Hispanic,0,1,0,0,1981
6,F,White,0,3,0,0,1981
6,M,White,0,1,0,0,1984
15,M,Asian/Pacific,0,2,0,0,1984
16,F,White,0,1,0,0,1981
25,M,Hispanic,0,1,0,0,1983
15,M,White,0,4,0,0,1976
25,M,White,0,3,0,0,1984
9,F,White,0,1,0,0,1982
15,F,White,0,3,0,0,1973
11,F,Black,0,3,0,0,1983
11,M,White,0,1,0,0,1986
8,F,White,0,3,0,0,1978
25,M,White,0,3,0,0,1980
11,F,Hispanic,0,1,0,0,1981
18,M,White,0,4,0,0,1988
25,M,White,0,3,0,0,1986
15,M,Hispanic,0,1,0,0,1979
3,M,Black,0,2,0,0,1988
25,M,White,0,1,0,0,1986
15,M,White,0,3,0,0,1985
6,F,Black,0,3,0,0,1978
15,M,Hispanic,0,1,0,0,1985
15,M,White,0,0,0,0,1988
10,M,Black,0,0,0,0,1974
22,F,White,0,0,0,0,1984
9,M,Asian/Pacific,0,0,0,0,1985
3,M,White,0,0,0,0,1987
11,M,Black,0,0,0,0,1977
25,F,White,0,0,0,0,1986
15,M,Hispanic,0,0,0,0,1980
4,M,White,0,0,0,0,1989
8,M,White,0,0,0,0,1987
1,M,Hispanic,0,0,0,0,1979
1,F,White,0,0,0,0,1980
11,M,White,0,0,0,0,1989
9,M,White,0,0,0,0,1980
9,M,Black,0,0,0,0,1987
8,M,Hispanic,0,0,0,0,1978
19,M,White,0,0,0,0,1991
12,M,White,0,0,0,0,1985
25,M,Black,0,0,0,0,1976
22,M,Hispanic,0,0,0,0,1992
25,M,White,0,0,0,0,1988
25,M,White,0,0,0,0,1984
25,M,Black,0,0,0,0,1983
2,F,Black,0,0,0,0,1983
4,M,White,1,3,2,0,1937
5,F,White,0,0,0,0,1988
10,M,Hispanic,0,0,0,0,1984
6,F,Black,0,0,0,0,1981
15,M,White,0,0,0,0,1983
15,M,White,0,0,0,0,1987
1,M,White,0,0,0,0,1979
9,M,Asian/Pacific,0,0,0,0,1985
8,M,Hispanic,0,0,0,0,1975
24,M,Native American/Alaskan Native,0,0,0,0,1982
11,M,White,0,0,0,0,1987
9,M,Hispanic,0,0,0,0,1992
15,M,Hispanic,0,0,0,0,1992
25,M,White,0,0,0,0,1981
14,M,White,0,9,4,5,1956
18,M,Black,0,9,1,4,1952
20,M,White,0,9,1,6,1946
9,F,Hispanic,0,1,0,0,1987
3,M,Black,0,2,0,0,1948
3,M,Hispanic,0,2,0,0,1993
25,M,White,0,1,0,0,1987
15,M,Hispanic,0,1,0,0,1988
6,M,White,0,1,0,0,1989
15,M,White,0,1,0,0,1989
9,M,White,0,5,2,1,1937
15,M,Black,0,7,1,6,1962
21,F,White,0,10,7,1,1952
16,M,White,0,23,5,15,1959
6,M,Black,0,3,2,0,1933
2,M,Black,0,1,0,1,1942
13,M,Black,0,4,1,1,1953
6,M,Black,0,21,5,8,1964
14,M,Hispanic,0,9,1,5,1960
15,M,Black,0,9,1,7,1969
2,M,White,0,8,1,5,1973
11,M,Black,0,9,3,4,1948
2,M,Black,0,11,3,5,1942
12,M,White,0,1,1,0,1948
7,M,Black,0,1,1,0,1943
22,M,White,0,1,0,1,1937
14,M,White,0,2,2,0,1948
2,M,Black,0,18,9,4,1932
8,M,White,0,18,2,13,1956
23,M,White,0,14,1,8,1949
1,M,Hispanic,0,11,5,1,1946
9,M,Hispanic,0,12,3,8,1968
25,M,White,0,28,0,23,1968
11,M,Hispanic,0,4,0,2,1974
12,F,White,0,3,0,2,1941
13,M,White,0,1,0,1,1943
24,M,White,0,4,0,4,1946
3,F,White,0,2,0,1,1965
18,M,White,0,9,0,6,1941
17,M,White,0,7,0,6,1941
12,M,Hispanic,0,1,0,0,1981
8,M,Hispanic,0,2,0,0,1978
19,F,Black,0,1,0,0,1983
9,M,Hispanic,0,2,0,0,1965
17,F,Hispanic,0,4,0,0,1973
10,F,Black,0,2,0,0,1974
12,M,Black,0,2,0,0,1971
4,F,Hispanic,0,3,0,0,1986
4,M,White,0,4,0,0,1987
5,M,White,0,1,0,0,1988
3,M,Hispanic,0,2,0,0,1982
17,M,White,0,0,0,0,1948
1,M,Hispanic,0,0,0,0,1985
12,M,Black,0,0,0,0,1918
1,M,Black,0,10,1,8,1954
1,M,White,0,5,2,2,1952
1,M,White,0,2,0,1,1944
1,M,White,0,2,0,1,1944
1,M,White,0,3,0,3,1938
8,M,White,0,5,0,5,1959
1,M,White,0,3,0,2,1944
5,F,Black,0,3,0,1,1966
1,M,White,0,1,0,0,1946
1,M,Black,0,2,1,0,1945
1,M,White,0,0,0,0,1947
9,M,White,1,0,0,0,1940
25,F,Hispanic,0,4,1,1,1972
17,M,White,0,5,2,2,1943
12,M,Black,0,12,4,7,1940
24,M,White,0,1,1,0,1938
20,F,Black,0,7,3,1,1970
16,F,White,0,2,0,0,1947
23,M,Black,0,12,2,6,1967
15,F,Black,0,7,4,3,1968
12,M,Hispanic,0,28,1,18,1951
9,F,Hispanic,0,10,3,3,1964
19,M,White,0,6,2,1,1952
22,F,White,0,3,1,1,1951
25,M,White,0,1,1,0,1987
15,M,Hispanic,0,1,0,0,1987
11,M,White,0,1,0,0,1985
5,M,White,0,1,0,0,1983
15,M,Hispanic,0,1,1,0,1986
14,M,Hispanic,0,5,1,1,1940
19,F,Black,0,1,0,0,1985
16,M,White,0,5,2,2,1944
15,M,Black,0,11,0,10,1966
14,M,White,0,3,1,2,1945
20,M,White,0,2,2,0,1943
3,F,Black,0,3,1,2,1954
21,M,White,0,7,1,3,1949
6,F,Hispanic,0,3,2,0,1978
6,M,Black,0,14,6,5,1958
9,M,White,0,2,1,0,1990
22,M,Black,0,8,1,6,1952
20,F,White,0,5,1,2,1959
5,M,White,0,9,3,6,1964
21,M,White,0,19,1,12,1952
15,M,Black,0,16,1,5,1964
23,M,White,0,5,0,3,1953
9,F,Black,0,1,0,0,1960
8,M,White,0,2,0,2,1938
7,M,Black,0,2,2,0,1951
3,M,White,0,3,1,1,1939
23,M,White,0,10,1,7,1945
21,M,Black,0,7,5,1,1942
3,M,Black,0,1,1,0,1930
1,M,White,0,3,2,1,1942
8,M,White,0,2,1,1,1947
22,M,White,0,7,1,3,1944
17,M,White,0,1,1,0,1937
7,F,Black,0,1,1,0,1949
8,M,White,0,1,1,0,1949
25,M,White,0,3,1,2,1946
15,M,Black,0,17,3,7,1957
25,M,White,0,12,1,7,1949
3,F,Black,0,9,4,3,1953
7,F,Black,0,7,1,1,1963
2,M,Black,0,9,1,3,1960
11,M,Black,0,14,4,3,1965
11,F,Black,0,4,1,1,1958
19,F,Black,0,8,2,1,1976
1,F,White,0,8,1,3,1960
1,F,White,0,2,2,0,1964
3,F,Black,0,3,1,0,1966
1,M,White,0,2,1,0,1970
7,M,Black,0,12,1,6,1968
1,M,Black,0,23,4,12,1966
19,M,White,0,25,1,18,1948
7,F,White,0,10,5,0,1952
6,M,Hispanic,0,1,0,0,1991
5,F,Black,0,3,1,0,1967
5,F,Black,0,2,1,0,1970
19,M,White,0,2,0,0,1969
21,M,White,0,1,0,0,1979
6,M,White,0,11,2,7,1971
8,M,White,0,16,2,11,1943
3,F,Black,0,2,1,1,1943
21,M,Black,0,2,1,1,1965
7,M,Hispanic,0,2,0,0,1986
25,M,Hispanic,0,5,1,2,1962
15,M,White,0,9,1,6,1953
25,M,White,0,1,1,0,1946
12,M,Hispanic,0,24,1,21,1953
22,M,White,0,4,2,1,1949
2,M,Black,0,12,2,4,1962
1,M,White,0,12,2,3,1963
11,F,Black,0,5,1,1,1966
17,F,White,0,2,1,1,1964
2,M,White,0,8,1,4,1970
1,F,Black,0,1,1,0,1985
22,M,Black,0,15,3,6,1960
14,M,Black,0,6,1,2,1970
2,F,Hispanic,0,1,1,0,1973
7,M,White,0,6,2,3,1943
6,M,Black,0,3,2,1,1935
18,M,White,0,19,5,8,1946
25,M,White,0,11,2,3,1939
13,M,White,0,7,2,4,1950
6,F,White,0,17,2,10,1950
22,M,White,0,13,4,8,1952
20,M,White,0,5,1,4,1944
15,M,Black,0,7,4,3,1958
8,M,White,0,29,1,14,1951
3,M,Hispanic,0,17,1,9,1963
16,F,White,0,12,1,3,1953
2,F,Black,0,13,2,4,1953
19,M,Asian/Pacific,0,6,2,2,1952
2,F,Black,0,3,1,1,1958
24,M,Black,0,24,3,9,1957
2,M,Black,0,17,7,8,1949
16,M,Hispanic,0,4,1,1,1952
25,M,White,0,42,4,26,1949
25,M,White,0,10,1,8,1949
6,M,Black,0,32,9,14,1943
13,M,White,0,32,8,18,1959
17,F,White,0,29,5,10,1947
12,F,Hispanic,0,7,1,5,1973
5,F,White,0,2,1,1,1954
1,M,White,0,12,2,5,1954
8,F,White,0,5,2,1,1951
8,M,Black,0,9,1,4,1958
5,M,Black,0,11,2,7,1941
16,M,Hispanic,0,10,2,8,1951
8,M,Hispanic,0,26,2,12,1971
7,F,Black,0,4,1,3,1939
20,M,White,0,6,1,3,1940
6,M,Black,0,13,2,6,1944
9,M,White,0,16,2,10,1947
24,M,Hispanic,0,15,3,7,1960
17,M,White,0,8,5,2,1947
6,M,Black,0,52,6,38,1950
17,M,Hispanic,0,21,2,13,1944
1,F,Black,0,6,1,1,1957
12,M,White,0,6,1,1,1948
2,M,Black,0,7,2,3,1949
7,F,Black,0,6,3,2,1955
20,F,Hispanic,0,15,1,5,1963
18,M,White,0,8,1,6,1947
22,M,White,0,12,3,5,1955
19,M,White,0,29,1,22,1946
13,F,White,0,13,6,6,1959
23,M,White,0,22,1,11,1961
6,M,Black,0,5,1,4,1957
2,M,Black,0,10,3,5,1951
8,F,Black,0,6,3,2,1962
1,M,Black,0,9,5,3,1946
5,M,White,0,17,4,8,1941
7,F,White,0,24,4,14,1962
9,M,White,0,22,2,19,1964
6,F,Black,0,4,1,2,1964
2,M,Black,0,8,3,4,1941
5,M,Black,0,30,7,17,1959
1,M,White,0,3,2,1,1944
17,M,White,0,10,2,4,1972
3,M,Black,0,24,5,13,1965
25,M,White,0,7,1,2,1969
12,M,Hispanic,0,4,1,1,1970
19,M,White,0,6,2,2,1944
9,M,White,0,47,1,39,1946
4,M,Black,0,9,3,5,1954
2,F,Black,0,1,1,0,1947
1,F,Black,0,2,1,0,1971
2,M,Black,0,4,1,0,1955
5,M,White,0,12,1,8,1948
24,M,Black,0,38,3,27,1960
8,M,White,0,13,2,7,1937
1,M,White,0,17,1,7,1948
3,M,White,0,1,1,0,1936
17,M,White,0,3,1,0,1948
7,M,White,0,1,1,0,1970
17,M,White,0,13,1,10,1947
7,M,Black,0,43,4,33,1951
3,M,Black,0,4,2,1,1948
17,M,White,0,5,2,2,1949
17,M,White,0,13,3,6,1962
5,M,Black,0,9,3,4,1955
2,M,Black,0,9,1,3,1948
4,M,Black,0,6,1,2,1961
22,F,White,0,3,1,2,1955
8,M,White,0,7,1,3,1941
12,M,Black,0,15,6,6,1962
1,M,White,0,1,1,0,1946
9,M,White,0,4,1,2,1953
8,M,White,0,17,3,11,1944
2,M,Black,0,7,2,4,1966
7,M,Black,0,7,1,4,1967
11,M,Black,0,28,1,19,1965
1,M,Black,0,4,2,1,1945
12,M,White,0,4,2,2,1960
2,M,Black,0,17,1,6,1950
1,M,White,0,8,1,5,1943
14,F,Hispanic,0,2,1,1,1969
21,M,Black,0,14,2,11,1946
13,F,White,0,3,1,1,1949
3,F,Black,0,4,1,0,1959
18,M,White,0,8,1,7,1959
1,M,White,0,15,1,12,1968
19,M,White,0,5,1,2,1947
18,M,White,0,16,1,10,1952
8,M,White,0,7,1,2,1948
2,M,Black,0,11,2,6,1941
7,M,White,0,6,2,3,1960
4,M,Black,0,4,1,2,1941
1,F,White,0,1,1,0,1947
6,M,White,0,3,1,2,1942
2,M,Black,0,29,1,22,1951
16,M,White,0,9,1,5,1957
11,M,Black,0,16,3,12,1947
3,M,White,0,12,3,9,1938
12,M,Hispanic,0,9,4,4,1962
8,M,White,0,3,1,1,1941
7,M,White,0,2,1,1,1940
12,F,Black,0,2,1,1,1952
17,F,White,0,9,2,1,1968
14,F,White,0,3,1,1,1971
22,M,White,0,6,1,4,1942
6,M,Black,0,21,6,9,1963
6,M,Black,0,20,1,16,1959
3,M,Black,0,1,1,0,1940
8,F,White,0,12,3,4,1960
6,M,Black,0,7,3,2,1958
7,F,Black,0,5,3,1,1957
18,M,White,0,8,2,3,1958
22,F,White,0,2,2,0,1961
14,M,White,0,13,2,6,1969
5,F,White,0,3,1,1,1958
7,M,Black,0,5,3,1,1938
25,M,White,0,4,1,2,1969
3,F,Black,0,8,2,0,1968
5,M,White,0,7,1,5,1938
4,M,Hispanic,0,2,1,1,1964
6,M,Black,0,6,1,1,1943
18,M,White,0,6,1,3,1949
6,M,White,0,1,1,0,1940
1,M,White,0,3,1,2,1947
17,M,Black,0,3,1,1,1955
6,F,Black,0,8,1,6,1953
1,M,White,0,12,1,7,1962
1,M,Black,0,1,1,0,1943
20,M,White,0,13,3,6,1960
25,M,White,0,8,3,4,1969
2,M,Black,0,9,3,6,1948
1,M,Hispanic,0,3,2,1,1944
2,M,Black,0,13,6,3,1960
2,M,White,0,9,7,2,1976
2,F,Black,0,2,2,0,1957
18,M,White,0,12,1,6,1943
3,F,Black,0,2,2,0,1950
3,F,Black,0,22,6,8,1963
8,M,White,0,9,2,5,1954
9,F,Black,0,7,1,4,1954
3,F,White,0,6,1,4,1945
6,F,Black,0,1,1,0,1975
8,M,White,0,4,1,1,1948
1,M,White,0,2,1,1,1943
11,M,White,0,2,2,0,1954
7,F,Black,0,2,1,1,1953
7,M,Black,0,13,9,1,1933
11,M,Black,0,20,2,17,1953
7,M,Black,0,5,3,2,1955
6,M,Black,0,39,3,30,1958
12,M,Hispanic,0,16,2,12,1951
13,M,Hispanic,0,9,2,6,1952
2,M,Black,0,22,11,9,1964
8,M,White,0,13,11,1,1950
6,M,Black,0,12,2,6,1957
17,M,White,0,5,1,2,1950
23,M,White,0,3,1,1,1949
13,M,White,0,12,1,5,1947
3,F,Black,0,20,6,10,1956
9,M,White,0,6,2,2,1949
3,M,Black,0,14,3,5,1948
20,M,White,0,2,1,1,1942
1,M,Hispanic,0,8,2,5,1949
10,M,Hispanic,0,7,3,2,1947
6,M,White,0,4,2,2,1944
16,M,White,0,7,1,3,1955
25,M,White,0,9,2,3,1946
6,F,Black,0,6,1,3,1965
13,F,Hispanic,0,3,1,1,1946
6,M,Black,0,22,1,12,1949
19,M,Asian/Pacific,0,78,10,52,1964
22,M,Black,0,25,2,6,1951
25,M,Asian/Pacific,0,7,2,2,1949
3,M,Black,0,5,1,2,1954
3,M,Black,0,8,3,2,1951
19,M,Hispanic,0,6,1,4,1956
18,M,Black,0,19,2,10,1955
22,F,Black,0,10,1,6,1957
14,M,White,0,14,1,6,1962
17,M,Black,0,17,1,4,1952
8,F,White,0,8,1,3,1965
3,F,Black,0,6,1,2,1964
3,M,Black,0,3,1,1,1966
1,F,Black,0,5,2,2,1974
11,M,White,0,2,1,1,1982
11,M,White,0,10,1,7,1964
20,F,White,0,50,5,24,1970
9,M,Black,0,5,2,2,1962
2,M,Black,0,17,6,5,1965
22,F,White,0,3,1,0,1983
7,F,Black,0,12,4,3,1957
3,M,Black,0,2,2,0,1945
24,M,White,0,1,0,1,1938
10,M,Black,0,20,15,3,1964
15,M,Black,0,17,7,7,1953
2,M,White,0,1,0,1,1948
22,M,White,0,6,1,2,1938
12,M,White,0,26,3,17,1960
7,M,Black,0,7,3,4,1964
16,M,White,0,5,0,4,1946
19,F,White,0,5,4,1,1941
16,M,White,0,5,3,0,1949
24,M,White,0,7,2,4,1951
23,M,White,0,1,1,0,1940
1,M,White,0,10,2,6,1948
1,M,White,0,11,1,6,1948
11,F,Black,0,6,2,2,1969
14,M,White,0,1,1,0,1972
21,M,Black,0,15,1,10,1953
18,F,Black,0,1,0,0,1940
5,F,Black,0,6,2,1,1965
2,M,Hispanic,0,6,2,2,1974
21,M,White,0,9,2,4,1946
5,M,Black,0,21,4,16,1953
14,F,White,0,10,3,1,1954
7,M,White,0,4,3,1,1952
2,M,White,0,1,1,0,1948
3,F,Black,0,12,5,3,1958
21,F,White,0,5,2,3,1950
7,M,Black,0,10,2,5,1963
2,M,Black,0,11,2,7,1952
1,M,White,0,13,1,7,1951
22,F,White,0,12,1,7,1963
17,M,White,0,3,1,0,1956
11,M,White,0,9,1,6,1953
3,F,White,0,3,0,2,1963
16,M,White,0,8,0,7,1947
5,F,Black,0,15,1,9,1962
7,M,Black,0,15,1,5,1954
10,M,Hispanic,0,2,1,0,1983
9,M,Hispanic,0,16,1,2,1970
6,M,Hispanic,0,1,0,0,1986
11,M,White,0,2,1,0,1972
4,M,Hispanic,0,14,2,9,1962
20,F,Black,0,23,7,7,1965
1,M,White,0,2,0,0,1984
15,M,Black,0,4,0,4,1969
25,F,Hispanic,0,6,0,1,1972
11,M,White,0,11,0,7,1955
17,M,White,0,7,0,4,1965
2,F,Black,0,2,2,0,1964
20,M,White,0,4,1,0,1972
20,M,Hispanic,0,7,1,0,1978
6,F,Black,0,5,3,0,1962
12,M,Hispanic,0,5,4,0,1953
21,F,White,0,8,3,0,1969
8,M,Hispanic,0,4,2,0,1947
14,M,White,0,1,1,0,1923
6,F,Black,0,1,1,0,1958
14,M,White,0,2,0,0,1989
6,M,Black,0,2,2,0,1943
5,M,White,0,1,0,0,1940
11,M,Hispanic,0,2,0,0,1981
6,M,White,0,1,0,0,1986
3,M,Hispanic,0,3,0,0,1977
22,M,White,0,8,0,5,1946
13,M,White,0,2,0,1,1947
2,M,White,0,1,1,0,1984
18,M,Black,0,6,1,4,1946
22,M,Black,0,5,0,2,1944
15,F,Hispanic,0,1,0,0,1973
18,M,White,0,2,0,0,1988
15,F,Black,0,1,1,0,1967
1,M,White,0,2,1,1,1941
16,M,White,0,2,1,0,1947
14,M,Hispanic,0,1,0,1,1938
8,F,White,0,8,0,6,1969
8,F,White,0,3,0,1,1983
22,F,White,0,12,0,6,1957
17,F,White,0,4,0,2,1945
17,M,Hispanic,0,4,0,3,1951
5,M,Black,0,3,0,2,1948
22,M,White,0,14,0,9,1963
20,M,White,0,5,0,2,1929
15,F,White,0,3,0,1,1949
15,M,Black,0,1,0,1,1941
15,M,White,0,4,0,3,1941
2,M,Black,0,8,0,6,1949
25,M,White,0,3,0,2,1946
24,M,White,0,24,0,19,1953
24,M,Asian/Pacific,0,4,0,2,1976
16,F,White,0,3,0,3,1962
22,M,Black,0,14,0,9,1955
2,M,White,0,14,0,8,1946
7,F,Black,0,10,0,5,1959
19,M,Hispanic,0,2,0,1,1981
8,F,White,0,5,0,2,1966
18,M,Black,0,3,0,1,1962
9,M,White,0,4,0,3,1946
16,M,White,0,9,0,9,1934
6,M,White,0,2,0,2,1956
8,M,White,0,9,0,6,1948
7,M,Black,0,6,0,4,1943
6,M,White,0,1,0,1,1942
20,M,Hispanic,0,8,0,6,1972
1,F,Black,0,5,0,4,1968
25,F,White,0,2,0,1,1941
17,M,White,0,18,0,12,1948
17,M,White,0,6,0,4,1950
2,M,Black,0,5,0,2,1953
2,M,White,0,19,0,9,1945
12,M,Black,0,41,0,34,1961
9,F,White,0,10,0,3,1971
13,M,Hispanic,0,4,0,3,1936
6,M,Black,0,6,0,3,1953
9,M,White,0,4,0,2,1945
20,F,White,0,4,0,3,1950
16,F,Hispanic,0,4,0,4,1946
19,M,White,0,5,0,1,1954
15,M,White,0,14,0,4,1951
12,M,White,0,2,0,2,1944
20,M,White,0,3,0,3,1956
1,M,White,0,10,0,3,1962
9,M,White,0,3,0,1,1963
16,M,White,0,2,0,2,1940
9,F,White,0,6,0,3,1950
23,M,Hispanic,0,4,0,3,1953
25,F,Hispanic,0,3,0,2,1957
19,F,White,0,3,0,1,1972
1,M,Black,0,11,0,7,1963
15,M,White,0,3,0,1,1966
25,F,White,0,5,0,4,1962
23,M,White,0,1,0,1,1939
16,M,White,0,5,0,4,1960
7,M,White,0,10,0,6,1967
18,M,White,0,3,0,2,1947
17,M,White,0,6,0,5,1947
13,M,Hispanic,0,7,0,5,1950
9,M,White,0,3,0,3,1956
24,F,White,0,5,0,2,1954
24,F,White,0,3,0,2,1951
9,M,White,0,2,0,1,1971
24,F,White,0,7,0,2,1950
9,F,White,0,8,0,7,1958
18,M,White,0,1,0,1,1950
22,F,White,0,5,0,1,1958
12,F,White,0,3,0,2,1966
22,M,Black,0,35,0,23,1963
18,M,White,0,19,0,6,1968
6,F,Black,0,3,0,1,1960
1,M,White,0,8,0,6,1969
5,M,Black,0,1,0,1,1986
12,M,White,0,10,0,5,1958
25,M,Black,0,4,0,3,1962
5,F,Black,0,3,0,2,1963
12,M,Hispanic,0,8,0,1,1955
22,M,White,0,2,0,2,1971
16,M,White,0,7,0,3,1946
6,M,White,0,4,0,1,1976
12,M,White,0,6,0,1,1977
8,F,White,0,12,0,7,1955
19,M,White,0,2,0,1,1949
12,F,White,0,7,0,2,1953
12,M,Hispanic,0,8,0,6,1958
9,F,White,0,8,0,5,1952
16,F,White,0,2,0,1,1962
2,M,Hispanic,0,10,0,5,1972
10,M,White,0,8,0,7,1967
14,M,Hispanic,0,19,0,12,1963
6,F,Black,0,5,0,1,1977
2,F,Black,0,5,0,2,1958
2,M,Black,0,2,0,1,1983
14,F,White,0,4,0,2,1963
3,M,Black,0,10,0,4,1957
9,F,White,0,5,0,1,1972
19,F,White,0,6,0,1,1964
19,M,Black,0,10,0,1,1978
3,M,Black,0,4,0,1,1978
8,M,White,0,2,0,1,1940
9,M,White,0,5,0,4,1967
17,M,White,0,8,0,6,1965
19,M,White,0,4,0,1,1946
20,F,Black,0,5,0,2,1969
22,M,White,0,2,0,1,1944
9,M,White,0,12,0,10,1973
6,M,Black,0,25,0,13,1950
2,M,Black,0,6,0,5,1954
12,F,Black,0,3,0,2,1960
23,M,White,0,1,0,1,1945
8,M,White,0,4,0,4,1942
19,F,Black,0,8,0,5,1970
9,M,White,0,6,0,3,1970
8,M,White,0,7,0,4,1943
17,M,White,0,2,0,2,1947
18,M,White,0,4,0,1,1950
18,M,White,0,5,0,3,1944
8,M,White,0,11,0,7,1952
20,M,White,0,3,0,3,1933
24,M,White,0,3,0,1,1961
9,M,White,0,2,0,2,1951
8,M,White,0,6,0,4,1953
13,M,White,0,3,0,3,1978
9,F,Asian/Pacific,0,7,0,3,1950
18,M,Asian/Pacific,0,2,0,1,1991
17,M,White,0,1,0,1,1944
18,M,White,0,4,0,2,1960
3,M,Black,0,1,0,1,1963
11,M,Hispanic,0,3,0,1,1949
9,M,Hispanic,0,5,0,1,1966
12,M,Hispanic,0,11,0,7,1952
15,F,Hispanic,0,3,0,2,1970
10,M,Hispanic,0,31,0,23,1965
19,F,White,0,3,0,2,1963
16,F,White,0,7,0,5,1962
22,M,White,0,5,0,3,1964
20,M,White,0,3,0,1,1949
7,M,Black,0,3,0,2,1968
16,M,White,0,2,0,2,1941
23,M,Hispanic,0,8,0,3,1940
2,M,Black,0,7,0,3,1956
3,F,Black,0,9,0,7,1964
25,M,White,0,6,0,4,1947
9,M,White,0,16,0,12,1945
18,M,White,0,3,0,1,1951
18,M,White,0,4,0,2,1958
1,F,White,0,16,0,8,1961
16,F,White,0,2,0,1,1965
2,F,Black,0,5,0,3,1953
15,M,White,0,1,0,1,1977
18,M,White,0,2,0,2,1955
9,M,White,0,2,0,2,1944
11,M,White,0,1,0,1,1939
25,M,Black,0,8,0,5,1950
16,M,White,0,3,0,3,1947
22,M,White,0,6,0,4,1950
11,M,White,0,3,0,1,1940
17,M,White,0,5,0,4,1951
1,M,White,0,29,0,22,1954
12,M,White,0,16,0,15,1957
2,F,Black,0,18,0,5,1973
11,M,White,0,1,0,1,1988
18,F,White,0,4,0,1,1963
1,M,White,0,2,0,1,1976
7,M,White,0,13,0,9,1957
16,M,White,0,2,0,1,1970
6,M,Black,0,3,0,1,1978
25,F,White,0,4,0,1,1979
6,M,Black,0,12,0,5,1961
8,F,White,0,5,0,2,1953
